id,labels,metric_id,name,task_id,timestamp,value
5664,Metric:BodyLayer,mostly5c-2fcd-41b5-924b-ace4307bf326,gpu_utilization,mostly01-19a3-4220-a7c9-afb7af103695,2025-06-11T14:30:20.200000000+00:00,72.731
5665,Metric:BodyLayer,mostly33-a81a-4477-bb36-75b89cdeb3e6,cpu_usage,mostly01-1f62-4d7a-b464-32914ec3186f,2025-10-03T19:50:00.000000000+00:00,72.413
5666,Metric:BodyLayer,mostly7a-16fe-4aa0-91af-923d79fdef7c,cpu_usage,mostly01-258a-456c-bd7c-c0dcd2eb535a,2025-06-15T16:01:00.000000000+00:00,58.837
5667,Metric:BodyLayer,mostly38-e074-45eb-a156-63abc1f254b8,cpu_usage,mostly01-3e47-4fe2-b386-ae84430e4b1f,2025-06-18T08:16:07.000000000+00:00,64.533
5668,Metric:BodyLayer,mostly58-d7ab-4928-89e4-69e6ec62b2c8,cpu_usage,mostly01-5852-4de2-a230-9fef78a88546,2025-02-07T08:20:00.100000000+00:00,72.799
5669,Metric:BodyLayer,mostly4a-ec4f-417b-b306-d1a8e5eeac76,cpu_usage,mostly01-6d64-478e-9301-05b4c13f2d49,2025-02-12T03:00:20.500000000+00:00,308.327
5670,Metric:BodyLayer,mostlyfd-642b-4a42-aef9-c00b8a64c1b9,cpu_usage,mostly01-6f51-4ba3-9838-7a5c1c071108,2025-10-03T19:50:00.000000000+00:00,0.011
5671,Metric:BodyLayer,mostly27-468f-453d-864a-7a50b48d73f1,cpu_usage,mostly01-732d-4635-a8e1-61029ba04972,2025-06-15T14:44:32.000000000+00:00,1.021
5672,Metric:BodyLayer,mostly84-d977-4993-bc49-d76fcfc6e625,cpu_usage,mostly01-7a8d-4207-8e87-f0bf8ddb5495,2025-06-09T18:20:05.000000000+00:00,0.017
5673,Metric:BodyLayer,mostly90-96fd-45d0-adf2-0806e5214606,cpu_usage,mostly01-82d3-4ade-a27e-f6582299aef9,2025-10-03T19:50:00.000000000+00:00,314.482
5674,Metric:BodyLayer,mostly41-9466-4472-ab5f-5241f323ca74,cpu_usage,mostly01-8f98-405c-a47d-1c6f03ff0517,2025-02-09T13:35:05.000000000+00:00,238.637
5675,Metric:BodyLayer,mostly9a-a905-4750-be1e-a9c573581a81,cpu_usage,mostly01-98c0-4e31-a202-8e6894e2b93f,2025-09-18T14:30:10.000000000+00:00,63.273
5676,Metric:BodyLayer,mostly0d-eabc-48d0-b341-facdff0ac0f1,cpu_usage,mostly01-ab85-4eda-b3c1-ee7c49348373,2025-01-16T18:31:20.000000000+00:00,340.725
5677,Metric:BodyLayer,mostlyf5-1516-4570-9b7c-709acb175a5a,cpu_usage,mostly01-ac02-4768-bd4e-f1c2dc52363c,2025-09-18T04:41:00.500000000+00:00,72.44
5678,Metric:BodyLayer,mostly0c-7c87-4b74-9d87-8f9f9cdf5a86,cpu_usage,mostly01-bbde-491f-87c4-dde8686bb092,2025-06-15T06:32:05.000000000+00:00,63.453
5679,Metric:BodyLayer,mostly0e-d857-4102-95d4-4936a1515607,cpu_usage,mostly01-cb0e-4dd1-9964-718a56be1e08,2025-05-11T12:15:37.000000000+00:00,58.189
5680,Metric:BodyLayer,mostly7f-bb42-40b2-8426-465e3e37952d,cpu_usage,mostly01-d40a-4e2b-817b-8bc466f7f19e,2025-09-17T21:02:00.000000000+00:00,35.204
5681,Metric:BodyLayer,mostly38-3870-4a14-b490-b6081dfc8352,cpu_usage,mostly01-d7d2-4d78-8c0d-050bb758b656,2025-10-03T19:50:00.000000000+00:00,1.643
5682,Metric:BodyLayer,mostly18-5521-46dd-aba4-b180cb69ca38,cpu_usage,mostly01-d8ec-4832-bf64-5c7b48f40ad8,2025-01-25T14:28:25.000000000+00:00,79.272
5683,Metric:BodyLayer,mostly63-19c1-4a0d-8feb-d845d0dfae43,cpu_usage,mostly01-e166-4f66-9160-ba09f3751edc,2024-08-08T08:27:05.000000000+00:00,72.503
5684,Metric:BodyLayer,mostly47-b29a-4b06-9af6-6c5f2577bffa,cpu_usage,mostly01-e205-4ad5-b001-ec78114782b0,2025-02-12T07:15:52.200000000+00:00,42.887
5685,Metric:BodyLayer,mostlyfd-92e8-4269-912e-cbc40b9475b1,cpu_usage,mostly01-ec69-4f7e-b9cf-795ddfc86649,2025-10-03T19:50:00.000000000+00:00,42.72
5686,Metric:BodyLayer,mostly58-88c1-42ad-afbf-c19ee8f6cf32,throughput,mostly02-1280-4b20-aac5-4382efddee0a,2024-10-02T18:13:08.000000000+00:00,43.018
5687,Metric:BodyLayer,mostly32-06d5-49e8-92f1-75ffae3b16ec,cpu_usage,mostly02-153d-4936-a251-5d3c259655e6,2025-02-05T15:03:00.000000000+00:00,470.979
5688,Metric:BodyLayer,mostly5f-9b38-4e80-b042-e325a28f5ab0,memory_usage,mostly02-1bb2-47a4-88ff-7329edd7b305,2025-08-20T21:40:05.000000000+00:00,32.423
5689,Metric:BodyLayer,mostlyb1-6426-4cd5-9ea4-5cd69371a71f,cpu_usage,mostly02-246a-42b0-909d-e79c7e71077c,2025-10-03T19:50:00.000000000+00:00,75.852
5690,Metric:BodyLayer,mostly34-fb03-43a1-9576-d4155ec17dbe,cpu_usage,mostly02-34c3-4e37-8c2a-60cd1520493f,2025-10-03T19:50:00.000000000+00:00,118.081
5691,Metric:BodyLayer,mostly64-0589-4877-9b02-52440950fd13,cpu_usage,mostly02-36ab-4ce9-9512-8d4fb67004a5,2025-02-03T08:12:00.000000000+00:00,733.648
5692,Metric:BodyLayer,mostly7b-2f5a-422a-b87f-43fdf6062541,cpu_usage,mostly02-5c9b-48b6-b56a-c624a6ea76e6,2025-02-15T07:22:05.000000000+00:00,35.274
5693,Metric:BodyLayer,mostly51-35e8-479a-baaf-0e891fb797fa,cpu_usage,mostly02-5d41-474a-a569-d45b30669d45,2025-01-03T09:40:10.000000000+00:00,12.624
5694,Metric:BodyLayer,mostlyb4-efdd-45f8-8fa3-4266ccfdba9b,cpu_usage,mostly02-86e7-4ad6-bd62-f66d9c8355c7,2025-08-04T02:41:20.000000000+00:00,59.388
5695,Metric:BodyLayer,mostlyda-6cf5-4b15-8b53-031d05d51433,cpu_usage,mostly02-93e3-4e9a-abff-b5f837c98ddc,2025-04-10T09:13:23.000000000+00:00,63.449
5696,Metric:BodyLayer,mostly49-428a-4c22-95fd-b76a19fbeb1d,cpu_usage,mostly02-ab9b-43e6-b940-65235d945f4d,2025-02-19T16:35:05.500000000+00:00,0.042
5697,Metric:BodyLayer,mostly7f-a59c-4c98-926c-bc8f38884479,cpu_usage,mostly02-b5aa-4101-be83-9fa17f4b8b6d,2025-06-20T13:00:40.000000000+00:00,72.502
5698,Metric:BodyLayer,mostly3f-2e29-4065-afa2-31e959acdd98,gpu_utilization,mostly02-b928-484f-a690-5ba2bc849a32,2025-06-10T07:20:05.000000000+00:00,0.003
5699,Metric:BodyLayer,mostly6e-0a14-490a-b795-e98680ee526e,cpu_usage,mostly02-bb9c-458e-af65-48d390d79e80,2025-09-17T09:30:05.000000000+00:00,72.981
5700,Metric:BodyLayer,mostly48-fcfc-4a81-b306-d70019d5f970,cpu_usage,mostly02-e8d7-4f7e-a0d2-404fc1a8bb23,2025-01-15T13:00:00.000000000+00:00,71.986
5701,Metric:BodyLayer,mostly37-5bca-47be-8298-17c53308fb2e,cpu_usage,mostly03-1b2d-4e87-a826-48a342d7a027,2025-10-03T19:50:00.000000000+00:00,63.256
5702,Metric:BodyLayer,mostlye8-d69c-41c2-b860-1602bb4a06cb,cpu_usage,mostly03-2224-4ad3-8622-3fbc525d2b02,2025-10-03T19:50:00.000000000+00:00,36.758
5703,Metric:BodyLayer,mostly7d-2b5f-4932-91dc-59efeb21a3f6,memory_usage,mostly03-3bbe-452c-a97e-314991f68b1e,2024-09-11T18:13:00.000000000+00:00,34.255
5704,Metric:BodyLayer,mostlye7-f76f-4fb8-b412-fc12ac322c12,cpu_usage,mostly03-50a6-447c-881e-4bc22de576c6,2025-02-16T08:56:00.000000000+00:00,51.053
5705,Metric:BodyLayer,mostly5d-ad1b-4f60-89e4-dab20edc6d2b,cpu_usage,mostly03-5c24-4b4c-ae1c-6824246962a7,2025-01-04T16:13:20.000000000+00:00,33.87
5706,Metric:BodyLayer,mostly6b-57a1-4b71-a975-d279d86dbf11,cpu_usage,mostly03-7337-42b5-be19-8c1a47553df2,2025-02-15T13:32:05.000000000+00:00,63.204
5707,Metric:BodyLayer,mostly68-98c7-4205-9e01-a934402d0baf,cpu_usage,mostly03-917d-40a8-8a44-f20200047060,2025-08-07T08:05:00.000000000+00:00,63.213
5708,Metric:BodyLayer,mostly4c-2cc0-4859-aa65-24ab713b7e05,cpu_usage,mostly03-c427-46ff-bf62-69c30799a03b,2025-09-28T08:14:05.000000000+00:00,142.815
5709,Metric:BodyLayer,mostly6e-68ef-4f5f-ae68-690a78bc7175,gpu_utilization,mostly03-cf07-499e-be71-a1f56786887b,2025-01-07T11:22:20.500000000+00:00,72.715
5710,Metric:BodyLayer,mostly5e-8233-4e23-9ff3-334b91b15f5d,cpu_usage,mostly03-e6f3-488b-a8a0-7f5a045834e3,2025-02-15T06:06:08.000000000+00:00,486.65
5711,Metric:BodyLayer,mostlydc-5b6e-4ae7-a620-81434fbaecc0,cpu_usage,mostly03-e778-4a66-9aa9-48c11ef2c2a9,2025-02-05T08:13:48.000000000+00:00,63.331
5712,Metric:BodyLayer,mostly22-403d-4f83-a859-890cd670f668,cpu_usage,mostly03-fef0-4087-8619-ae40afd33a16,2025-06-09T16:09:00.000000000+00:00,37.48
5713,Metric:BodyLayer,mostly99-032f-46ca-b0d9-c2aa8f837ef7,cpu_usage,mostly04-2efd-49aa-bac9-122dd9fc6838,2025-09-29T08:00:05.300000000+00:00,45.989
5714,Metric:BodyLayer,mostly1a-55fe-408e-943e-2e04bdd7d19b,memory_usage,mostly04-6b61-4529-a500-4763f4ced2d1,2025-06-18T10:02:42.000000000+00:00,181.54
5715,Metric:BodyLayer,mostlya4-47e7-4593-8b58-85ca0bb2c3f0,cpu_usage,mostly04-73ec-4215-b5fd-5bb2bfe47bee,2025-06-12T22:46:20.000000000+00:00,95.756
5716,Metric:BodyLayer,mostly1b-f400-48d7-831d-5a973d792fa1,cpu_usage,mostly04-7e74-4f25-be72-3c0dee3f5041,2025-06-03T18:43:03.000000000+00:00,305.479
5717,Metric:BodyLayer,mostly4c-49b2-4ded-9c31-d9b25a2b745b,cpu_usage,mostly04-7ead-4c8d-80ac-4de8ba2313c6,2025-09-05T14:02:20.000000000+00:00,73.481
5718,Metric:BodyLayer,mostly7c-f268-4baa-971c-702d5bf49c04,cpu_usage,mostly04-846e-41da-8f77-feab4861aaad,2025-02-05T13:12:39.500000000+00:00,0.727
5719,Metric:BodyLayer,mostly94-9efe-4464-9a90-f534a23d4c9d,cpu_usage,mostly04-8c77-466f-b8e0-3c702ee7691e,2025-08-07T05:03:00.000000000+00:00,35.831
5720,Metric:BodyLayer,mostly45-6355-48f7-8f6f-a985b732d46f,cpu_usage,mostly04-90b5-4ccf-a1e1-06bfbff44a2e,2025-01-01T14:30:00.000000000+00:00,53.728
5721,Metric:BodyLayer,mostly1c-a69c-4b85-9432-f8db6a174c1c,cpu_usage,mostly04-9e56-4aa2-9f18-a8846552ede4,2025-10-03T19:50:00.000000000+00:00,0.24
5722,Metric:BodyLayer,mostlyaf-313b-42b7-9836-31890063e42f,cpu_usage,mostly04-b3ad-4cff-884d-2f76ec55db96,2025-02-15T08:10:20.000000000+00:00,207.632
5723,Metric:BodyLayer,mostly46-3d4a-4d51-a8fa-fd04559b5975,cpu_usage,mostly04-b853-433a-a017-950103cc59ec,2025-06-16T08:02:05.000000000+00:00,37.828
5724,Metric:BodyLayer,mostlyf7-60ef-4471-b2b8-ff39a32c9b6f,cpu_usage,mostly04-bc20-4581-880f-90490d2eb020,2025-08-01T18:56:00.000000000+00:00,0.037
5725,Metric:BodyLayer,mostly07-9172-4f0a-ac7c-8803e01bbf50,cpu_usage,mostly04-c2a6-449e-b4fd-f9a919331d09,2025-09-25T06:13:05.000000000+00:00,62.064
5726,Metric:BodyLayer,mostly17-66fa-4989-8813-5d586a1689ad,cpu_usage,mostly04-cdfd-4d95-80f1-0411d738e587,2025-09-05T13:26:11.000000000+00:00,0.811
5727,Metric:BodyLayer,mostly81-6b10-453a-9145-de05b3ab1b2c,cpu_usage,mostly04-e18a-42aa-815d-34f12d06ee66,2025-10-03T19:50:00.000000000+00:00,71.644
5728,Metric:BodyLayer,mostlyc7-0bf9-40ef-b581-6b74a985ab61,cpu_usage,mostly04-f642-45ce-9787-06411f5eeff8,2025-06-19T08:10:40.000000000+00:00,70.285
5729,Metric:BodyLayer,mostly57-425c-4200-905a-da6b720299e3,cpu_usage,mostly05-0ce6-40e0-8707-cea46ba7df3c,2025-10-03T19:50:00.000000000+00:00,35.285
5730,Metric:BodyLayer,mostlyff-870f-484c-b244-f536285e25b4,cpu_usage,mostly05-2d2f-4dce-93af-781c226a2c8d,2024-08-05T10:16:41.000000000+00:00,72.587
5731,Metric:BodyLayer,mostly10-8fb8-4bab-a875-4cd37cbd7025,cpu_usage,mostly05-4073-4285-bda1-8900b58a03f6,2025-05-21T10:13:25.000000000+00:00,72.976
5732,Metric:BodyLayer,mostly8f-e245-4460-8004-884cc167733f,cpu_usage,mostly05-52b7-4764-941d-7289c00f5905,2025-10-03T19:50:00.000000000+00:00,43.265
5733,Metric:BodyLayer,mostlyf7-4fe3-4c9a-9371-0f577e9cf84f,cpu_usage,mostly05-5abe-43c6-9fc6-b0ce41083e01,2025-10-03T19:50:00.000000000+00:00,729.488
5734,Metric:BodyLayer,mostlydf-cf1d-4110-8cc3-6d8c77863fe5,cpu_usage,mostly05-6556-4558-86ed-c097538a0695,2025-10-03T19:50:00.000000000+00:00,72.303
5735,Metric:BodyLayer,mostly1a-cffa-4cdd-b963-a7efe00111e5,cpu_usage,mostly05-656b-4bff-b13f-d1f4f2c79259,2025-07-04T11:13:22.100000000+00:00,72.879
5736,Metric:BodyLayer,mostlya5-ffda-4336-8c6e-90373020da5c,cpu_usage,mostly05-69d7-4cf2-81a3-d633c82d9b12,2024-11-20T21:12:05.000000000+00:00,0.015
5737,Metric:BodyLayer,mostly9d-155e-48b1-ba83-ada4a2121ac5,cpu_usage,mostly05-6d51-49a1-9630-b7e76e795dbd,2025-08-10T11:13:00.000000000+00:00,213.053
5738,Metric:BodyLayer,mostly71-fca0-4536-a169-df82b9bdee2d,cpu_usage,mostly05-6e4a-4b73-8ec9-16639dbb3338,2025-01-18T08:21:39.000000000+00:00,40.493
5739,Metric:BodyLayer,mostly52-adb3-48cb-b315-8c0c66dd7794,cpu_usage,mostly05-82e3-4246-88e2-7ce23947e080,2025-01-30T20:33:00.200000000+00:00,59.155
5740,Metric:BodyLayer,mostly79-36a9-4d74-80de-59f550f0fc2b,cpu_usage,mostly05-b0e8-4eb2-94b2-6a8eb1b16f67,2025-09-11T18:02:20.000000000+00:00,63.305
5741,Metric:BodyLayer,mostly1b-009a-415b-8137-8be5b7a28e0a,cpu_usage,mostly05-cbb0-4c2b-9bc4-aa8ca604ae01,2025-02-27T12:58:37.000000000+00:00,220.677
5742,Metric:BodyLayer,mostlyc1-8741-4e91-acfe-bb4bd29e8693,cpu_usage,mostly05-d24a-44da-8fc7-a7b9e93aa7ad,2025-02-10T14:05:05.000000000+00:00,69.757
5743,Metric:BodyLayer,mostly0d-1e70-4c52-b0c1-fb6a19086515,cpu_usage,mostly06-2c99-4194-8609-e1458f002b73,2025-02-08T23:07:45.900000000+00:00,72.904
5744,Metric:BodyLayer,mostly4f-dfa7-46ed-b2d1-f81ba636425c,cpu_usage,mostly06-3c7e-4d2d-8d25-408c0dbe850e,2025-08-15T22:41:00.000000000+00:00,34.353
5745,Metric:BodyLayer,mostly99-fa7f-48bf-b044-284a47acf2f6,cpu_usage,mostly06-4ba9-4e95-8a47-f7d5ead90f02,2025-10-03T14:29:41.000000000+00:00,72.611
5746,Metric:BodyLayer,mostly14-da9b-4017-b9c1-47c719a5711b,accuracy,mostly06-5a0d-46b5-a7dd-c993237f6e07,2025-02-19T08:13:05.000000000+00:00,89.182
5747,Metric:BodyLayer,mostlyb6-14d3-4dbc-a0ac-f4c9658de17e,cpu_usage,mostly06-6c59-4475-8d95-6f2bfc70115b,2025-09-20T10:20:05.000000000+00:00,0.006
5748,Metric:BodyLayer,mostly51-73f6-40d8-a9f4-1cc04653a560,cpu_usage,mostly06-78af-443d-8ba3-b522ee3ac7d9,2025-10-03T19:50:00.000000000+00:00,37.683
5749,Metric:BodyLayer,mostly90-dc82-4527-9da3-b7e2cad6e514,gpu_utilization,mostly06-7d40-4d23-ba11-a7a597b6da0f,2025-08-18T13:40:20.000000000+00:00,135.119
5750,Metric:BodyLayer,mostly50-8557-416a-a750-2a812227d96d,cpu_usage,mostly06-a49a-4fe4-a4b2-39d63835d7ab,2024-08-05T10:16:41.000000000+00:00,42.122
5751,Metric:BodyLayer,mostly40-58d8-4776-a51a-d4f3a699bae0,cpu_usage,mostly06-af6a-4952-bf95-6fa401f2a075,2025-02-20T23:10:05.000000000+00:00,0.87
5752,Metric:BodyLayer,mostly26-4745-4d9e-a789-6389df3277fd,memory_usage,mostly06-b98d-4ad4-a949-6495e284265a,2025-01-19T20:02:00.000000000+00:00,59.37
5753,Metric:BodyLayer,mostlyfd-0a68-488e-8ad4-041504c14982,throughput,mostly06-c1e2-4e6d-90b7-49d430cf0c89,2025-06-16T13:21:13.200000000+00:00,37.976
5754,Metric:BodyLayer,mostlydc-8ef0-46d4-8279-b14dae55cdff,cpu_usage,mostly06-d246-421f-b4be-6d733a1b7956,2025-01-12T14:52:12.000000000+00:00,0.015
5755,Metric:BodyLayer,mostlyae-f03d-466a-9dec-c06af24dfdd8,latency,mostly06-ed39-461d-829f-ced5082c4d83,2025-01-15T16:41:50.500000000+00:00,377.719
5756,Metric:BodyLayer,mostly30-0ac0-4f0d-9974-c146e8ec01b3,cpu_usage,mostly07-0567-4299-b8f2-03eb25535314,2025-08-04T14:09:24.000000000+00:00,33.348
5757,Metric:BodyLayer,mostlya1-b38a-45fb-b611-64cebfc74ca9,cpu_usage,mostly07-6c0f-4931-af45-6e7230168ec5,2025-02-16T18:30:20.000000000+00:00,0.079
5758,Metric:BodyLayer,mostlyc9-b65d-4226-be96-9cf3a7c5cb87,cpu_usage,mostly07-6e91-4907-a90b-b843d94f84a6,2025-06-16T07:26:05.000000000+00:00,53.605
5759,Metric:BodyLayer,mostly59-a3e0-4b3b-b56b-0715e7180322,cpu_usage,mostly07-895c-4062-880f-529dd653a5f7,2025-04-09T08:20:47.000000000+00:00,40.795
5760,Metric:BodyLayer,mostlya1-89b5-4368-9f14-c6125f58d5b5,accuracy,mostly07-aaa6-47aa-8c73-28389aaa46c2,2025-10-03T19:50:00.000000000+00:00,72.727
5761,Metric:BodyLayer,mostly53-964d-4b77-a025-f0ae35354579,cpu_usage,mostly07-fbc7-4c8f-954b-22b124cf829e,2025-02-07T08:16:05.000000000+00:00,58.629
5762,Metric:BodyLayer,mostlyb3-26a9-4465-a371-ea2c0247145f,cpu_usage,mostly08-0348-4a5c-8b26-4d46bcf11d90,2025-09-25T14:56:10.000000000+00:00,0.0
5763,Metric:BodyLayer,mostly6d-ca24-4e4d-9667-2017555a4085,cpu_usage,mostly08-18cf-4c24-a5cc-9ba4bb7d121f,2025-01-16T12:02:17.000000000+00:00,454.95
5764,Metric:BodyLayer,mostlyfb-5697-417c-97fd-3736b7ef941c,cpu_usage,mostly08-1c39-40fc-a66b-736379fdf3d1,2025-10-03T19:50:00.000000000+00:00,63.686
5765,Metric:BodyLayer,mostlyf6-0a8c-46c7-8921-5f4f9edb95f2,cpu_usage,mostly08-2568-452c-b07a-94ca8f5484ae,2025-01-03T19:44:15.010000000+00:00,0.738
5766,Metric:BodyLayer,mostly77-fb5e-4866-a640-211e29f2c3c7,cpu_usage,mostly08-25da-46c7-891d-e55d3ce9b197,2025-10-03T19:50:00.000000000+00:00,35.602
5767,Metric:BodyLayer,mostly97-6511-4656-9c64-60364a1eb1b7,memory_usage,mostly08-3ab4-475f-9d88-ca0d3abef637,2025-02-17T16:56:16.000000000+00:00,72.486
5768,Metric:BodyLayer,mostlyfc-4b1c-48bd-a130-260c8c69778f,cpu_usage,mostly08-4481-4846-828d-4216c0ad2496,2025-06-16T16:44:34.000000000+00:00,72.965
5769,Metric:BodyLayer,mostlyed-3d5d-40bc-bb03-78eb7a62722e,cpu_usage,mostly08-6674-4d60-b955-548d61c47bc7,2025-06-01T16:13:18.000000000+00:00,34.535
5770,Metric:BodyLayer,mostlyda-2df9-4747-8ed1-35530c5a876f,cpu_usage,mostly08-78a0-4534-b93f-ec04c3aae2e1,2025-10-03T08:21:00.000000000+00:00,34.824
5771,Metric:BodyLayer,mostly07-1224-41e6-ba89-82dd85e69ea9,cpu_usage,mostly08-814c-4ad4-b63c-602022b5e4fd,2025-06-25T10:10:05.100000000+00:00,39.286
5772,Metric:BodyLayer,mostlye1-5419-4efc-95e7-3e3f673617d9,cpu_usage,mostly08-a0e5-4dcc-ab07-845741d44760,2025-08-04T08:20:00.200000000+00:00,0.008
5773,Metric:BodyLayer,mostlyc5-1972-4ce3-9bd0-94486a2b3200,cpu_usage,mostly08-a276-484e-9fd5-a24a01fed011,2025-06-09T08:47:05.000000000+00:00,50.897
5774,Metric:BodyLayer,mostly09-7958-4e69-bb2e-1b82e89dc815,cpu_usage,mostly08-b2c2-44d9-976c-0b382b7e996b,2025-08-08T08:12:45.000000000+00:00,71.285
5775,Metric:BodyLayer,mostly6b-f9ea-4c64-8c41-7e7cd741d609,cpu_usage,mostly08-edfd-42d0-af8d-200928b8ed30,2025-02-01T05:08:00.000000000+00:00,73.071
5776,Metric:BodyLayer,mostly52-7aa5-4a18-9fd3-c01757f98d1e,accuracy,mostly09-0f4a-4c8c-88e2-52bcddaaec10,2025-04-25T08:27:20.000000000+00:00,64.835
5777,Metric:BodyLayer,mostlyd0-6d31-4b4a-bf6b-8793b318ad4c,cpu_usage,mostly09-1c4d-46ed-ae59-d814ee285518,2025-01-15T06:47:05.200000000+00:00,72.96
5778,Metric:BodyLayer,mostly0a-bc18-440b-95c7-ed9d4d4985dc,cpu_usage,mostly09-3db6-493c-a6e3-b97ada1a1ce2,2025-06-09T10:11:23.000000000+00:00,72.749
5779,Metric:BodyLayer,mostlyf7-eb70-4a65-a7d9-9a23e4f7625e,latency,mostly09-91c9-4ea0-b628-3a028173f472,2025-08-05T08:28:00.800000000+00:00,64.461
5780,Metric:BodyLayer,mostly07-6025-4199-9082-3edaa0722aa0,cpu_usage,mostly09-944d-4161-a5b5-c19a1c11bdec,2025-05-18T15:40:05.000000000+00:00,0.718
5781,Metric:BodyLayer,mostly69-a38d-4afc-bdd2-ed7af97ccc57,cpu_usage,mostly09-c170-41c0-9063-8289e8aa00aa,2025-06-10T14:12:51.500000000+00:00,26.022
5782,Metric:BodyLayer,mostly92-15ac-47a1-8eca-2ee310da8a95,accuracy,mostly09-dc1c-49da-9f89-a274a2cd083b,2025-06-18T06:41:20.700000000+00:00,40.965
5783,Metric:BodyLayer,mostly69-0fa7-4e05-b897-4df5bff773ce,cpu_usage,mostly0a-0a1b-4189-85c6-528a84c5f731,2025-02-15T16:11:10.000000000+00:00,58.59
5784,Metric:BodyLayer,mostlyb7-64d0-4913-991b-8adf0202861c,gpu_utilization,mostly0a-3f3a-4fde-a54d-d10f06026775,2025-10-03T19:50:00.000000000+00:00,0.177
5785,Metric:BodyLayer,mostly56-72d3-4c5d-8a31-b24384dd6da6,cpu_usage,mostly0a-40ab-43bd-91f4-b35b4e3d598b,2025-01-10T09:03:42.000000000+00:00,117.316
5786,Metric:BodyLayer,mostlyf6-95bb-440d-89cd-4af97d161f29,cpu_usage,mostly0a-44c8-4681-8402-f718ebb5999f,2025-10-03T19:50:00.000000000+00:00,63.281
5787,Metric:BodyLayer,mostly58-6c4c-4935-b79d-eda1ade6c5e9,cpu_usage,mostly0a-56df-4e06-abe0-ecc9ba8d8c8b,2025-01-15T13:02:05.000000000+00:00,64.239
5788,Metric:BodyLayer,mostlyd5-fd0b-470e-b85a-f4635e4af862,cpu_usage,mostly0a-6d7e-4f79-998f-00e3ce70f57a,2025-01-18T14:13:08.000000000+00:00,72.586
5789,Metric:BodyLayer,mostly4e-c6f0-4933-95d1-805142cb6d1d,gpu_utilization,mostly0a-8601-4821-a347-d97c24cddf41,2025-03-16T14:37:00.000000000+00:00,1.207
5790,Metric:BodyLayer,mostlye5-5bc7-4deb-b123-4efe6e648043,gpu_utilization,mostly0a-c3d8-486c-8710-5114448c0b66,2025-09-15T13:00:18.000000000+00:00,215.295
