metric_id,task_id,name,value,timestamp
mostlyf7-60ef-4471-b2b8-ff39a32c9b6f,mostly04-bc20-4581-880f-90490d2eb020,cpu_usage,0.037,2025-08-01T18:56:00.000
mostly07-9172-4f0a-ac7c-8803e01bbf50,mostly04-c2a6-449e-b4fd-f9a919331d09,cpu_usage,62.064,2025-09-25T06:13:05.000
mostly17-66fa-4989-8813-5d586a1689ad,mostly04-cdfd-4d95-80f1-0411d738e587,cpu_usage,0.811,2025-09-05T13:26:11.000
mostly81-6b10-453a-9145-de05b3ab1b2c,mostly04-e18a-42aa-815d-34f12d06ee66,cpu_usage,71.644,2025-10-03T19:50:00.000
mostlyc7-0bf9-40ef-b581-6b74a985ab61,mostly04-f642-45ce-9787-06411f5eeff8,cpu_usage,70.285,2025-06-19T08:10:40.000
mostly57-425c-4200-905a-da6b720299e3,mostly05-0ce6-40e0-8707-cea46ba7df3c,cpu_usage,35.285,2025-10-03T19:50:00.000
mostlyff-870f-484c-b244-f536285e25b4,mostly05-2d2f-4dce-93af-781c226a2c8d,cpu_usage,72.587,2024-08-05T10:16:41.000
mostly10-8fb8-4bab-a875-4cd37cbd7025,mostly05-4073-4285-bda1-8900b58a03f6,cpu_usage,72.976,2025-05-21T10:13:25.000
mostly8f-e245-4460-8004-884cc167733f,mostly05-52b7-4764-941d-7289c00f5905,cpu_usage,43.265,2025-10-03T19:50:00.000
mostlyf7-4fe3-4c9a-9371-0f577e9cf84f,mostly05-5abe-43c6-9fc6-b0ce41083e01,cpu_usage,729.488,2025-10-03T19:50:00.000
mostlydf-cf1d-4110-8cc3-6d8c77863fe5,mostly05-6556-4558-86ed-c097538a0695,cpu_usage,72.303,2025-10-03T19:50:00.000
mostly1a-cffa-4cdd-b963-a7efe00111e5,mostly05-656b-4bff-b13f-d1f4f2c79259,cpu_usage,72.879,2025-07-04T11:13:22.100
mostlya5-ffda-4336-8c6e-90373020da5c,mostly05-69d7-4cf2-81a3-d633c82d9b12,cpu_usage,0.015,2024-11-20T21:12:05.000
mostly9d-155e-48b1-ba83-ada4a2121ac5,mostly05-6d51-49a1-9630-b7e76e795dbd,cpu_usage,213.053,2025-08-10T11:13:00.000
mostly71-fca0-4536-a169-df82b9bdee2d,mostly05-6e4a-4b73-8ec9-16639dbb3338,cpu_usage,40.493,2025-01-18T08:21:39.000
mostly52-adb3-48cb-b315-8c0c66dd7794,mostly05-82e3-4246-88e2-7ce23947e080,cpu_usage,59.155,2025-01-30T20:33:00.200
mostly79-36a9-4d74-80de-59f550f0fc2b,mostly05-b0e8-4eb2-94b2-6a8eb1b16f67,cpu_usage,63.305,2025-09-11T18:02:20.000
mostly1b-009a-415b-8137-8be5b7a28e0a,mostly05-cbb0-4c2b-9bc4-aa8ca604ae01,cpu_usage,220.677,2025-02-27T12:58:37.000
mostlyc1-8741-4e91-acfe-bb4bd29e8693,mostly05-d24a-44da-8fc7-a7b9e93aa7ad,cpu_usage,69.757,2025-02-10T14:05:05.000
mostly0d-1e70-4c52-b0c1-fb6a19086515,mostly06-2c99-4194-8609-e1458f002b73,cpu_usage,72.904,2025-02-08T23:07:45.900
mostly4f-dfa7-46ed-b2d1-f81ba636425c,mostly06-3c7e-4d2d-8d25-408c0dbe850e,cpu_usage,34.353,2025-08-15T22:41:00.000
mostly99-fa7f-48bf-b044-284a47acf2f6,mostly06-4ba9-4e95-8a47-f7d5ead90f02,cpu_usage,72.611,2025-10-03T14:29:41.000
mostly14-da9b-4017-b9c1-47c719a5711b,mostly06-5a0d-46b5-a7dd-c993237f6e07,accuracy,89.182,2025-02-19T08:13:05.000
mostlyb6-14d3-4dbc-a0ac-f4c9658de17e,mostly06-6c59-4475-8d95-6f2bfc70115b,cpu_usage,0.006,2025-09-20T10:20:05.000
mostly51-73f6-40d8-a9f4-1cc04653a560,mostly06-78af-443d-8ba3-b522ee3ac7d9,cpu_usage,37.683,2025-10-03T19:50:00.000
mostly90-dc82-4527-9da3-b7e2cad6e514,mostly06-7d40-4d23-ba11-a7a597b6da0f,gpu_utilization,135.119,2025-08-18T13:40:20.000
mostly50-8557-416a-a750-2a812227d96d,mostly06-a49a-4fe4-a4b2-39d63835d7ab,cpu_usage,42.122,2024-08-05T10:16:41.000
mostly40-58d8-4776-a51a-d4f3a699bae0,mostly06-af6a-4952-bf95-6fa401f2a075,cpu_usage,0.87,2025-02-20T23:10:05.000
mostly26-4745-4d9e-a789-6389df3277fd,mostly06-b98d-4ad4-a949-6495e284265a,memory_usage,59.37,2025-01-19T20:02:00.000
mostlyfd-0a68-488e-8ad4-041504c14982,mostly06-c1e2-4e6d-90b7-49d430cf0c89,throughput,37.976,2025-06-16T13:21:13.200
mostlydc-8ef0-46d4-8279-b14dae55cdff,mostly06-d246-421f-b4be-6d733a1b7956,cpu_usage,0.015,2025-01-12T14:52:12.000
mostlyae-f03d-466a-9dec-c06af24dfdd8,mostly06-ed39-461d-829f-ced5082c4d83,latency,377.719,2025-01-15T16:41:50.500
mostly30-0ac0-4f0d-9974-c146e8ec01b3,mostly07-0567-4299-b8f2-03eb25535314,cpu_usage,33.348,2025-08-04T14:09:24.000
mostlya1-b38a-45fb-b611-64cebfc74ca9,mostly07-6c0f-4931-af45-6e7230168ec5,cpu_usage,0.079,2025-02-16T18:30:20.000
mostlyc9-b65d-4226-be96-9cf3a7c5cb87,mostly07-6e91-4907-a90b-b843d94f84a6,cpu_usage,53.605,2025-06-16T07:26:05.000
mostly59-a3e0-4b3b-b56b-0715e7180322,mostly07-895c-4062-880f-529dd653a5f7,cpu_usage,40.795,2025-04-09T08:20:47.000
mostlya1-89b5-4368-9f14-c6125f58d5b5,mostly07-aaa6-47aa-8c73-28389aaa46c2,accuracy,72.727,2025-10-03T19:50:00.000
mostly53-964d-4b77-a025-f0ae35354579,mostly07-fbc7-4c8f-954b-22b124cf829e,cpu_usage,58.629,2025-02-07T08:16:05.000
mostlyb3-26a9-4465-a371-ea2c0247145f,mostly08-0348-4a5c-8b26-4d46bcf11d90,cpu_usage,0.0,2025-09-25T14:56:10.000
mostly6d-ca24-4e4d-9667-2017555a4085,mostly08-18cf-4c24-a5cc-9ba4bb7d121f,cpu_usage,454.95,2025-01-16T12:02:17.000
mostlyfb-5697-417c-97fd-3736b7ef941c,mostly08-1c39-40fc-a66b-736379fdf3d1,cpu_usage,63.686,2025-10-03T19:50:00.000
mostlyf6-0a8c-46c7-8921-5f4f9edb95f2,mostly08-2568-452c-b07a-94ca8f5484ae,cpu_usage,0.738,2025-01-03T19:44:15.010
mostly77-fb5e-4866-a640-211e29f2c3c7,mostly08-25da-46c7-891d-e55d3ce9b197,cpu_usage,35.602,2025-10-03T19:50:00.000
mostly97-6511-4656-9c64-60364a1eb1b7,mostly08-3ab4-475f-9d88-ca0d3abef637,memory_usage,72.486,2025-02-17T16:56:16.000
mostlyfc-4b1c-48bd-a130-260c8c69778f,mostly08-4481-4846-828d-4216c0ad2496,cpu_usage,72.965,2025-06-16T16:44:34.000
mostlyed-3d5d-40bc-bb03-78eb7a62722e,mostly08-6674-4d60-b955-548d61c47bc7,cpu_usage,34.535,2025-06-01T16:13:18.000
mostlyda-2df9-4747-8ed1-35530c5a876f,mostly08-78a0-4534-b93f-ec04c3aae2e1,cpu_usage,34.824,2025-10-03T08:21:00.000
mostly07-1224-41e6-ba89-82dd85e69ea9,mostly08-814c-4ad4-b63c-602022b5e4fd,cpu_usage,39.286,2025-06-25T10:10:05.100
mostlye1-5419-4efc-95e7-3e3f673617d9,mostly08-a0e5-4dcc-ab07-845741d44760,cpu_usage,0.008,2025-08-04T08:20:00.200
mostlyc5-1972-4ce3-9bd0-94486a2b3200,mostly08-a276-484e-9fd5-a24a01fed011,cpu_usage,50.897,2025-06-09T08:47:05.000
mostly09-7958-4e69-bb2e-1b82e89dc815,mostly08-b2c2-44d9-976c-0b382b7e996b,cpu_usage,71.285,2025-08-08T08:12:45.000
mostly6b-f9ea-4c64-8c41-7e7cd741d609,mostly08-edfd-42d0-af8d-200928b8ed30,cpu_usage,73.071,2025-02-01T05:08:00.000
mostly52-7aa5-4a18-9fd3-c01757f98d1e,mostly09-0f4a-4c8c-88e2-52bcddaaec10,accuracy,64.835,2025-04-25T08:27:20.000
mostlyd0-6d31-4b4a-bf6b-8793b318ad4c,mostly09-1c4d-46ed-ae59-d814ee285518,cpu_usage,72.96,2025-01-15T06:47:05.200
mostly0a-bc18-440b-95c7-ed9d4d4985dc,mostly09-3db6-493c-a6e3-b97ada1a1ce2,cpu_usage,72.749,2025-06-09T10:11:23.000
mostlyf7-eb70-4a65-a7d9-9a23e4f7625e,mostly09-91c9-4ea0-b628-3a028173f472,latency,64.461,2025-08-05T08:28:00.800
mostly07-6025-4199-9082-3edaa0722aa0,mostly09-944d-4161-a5b5-c19a1c11bdec,cpu_usage,0.718,2025-05-18T15:40:05.000
mostly69-a38d-4afc-bdd2-ed7af97ccc57,mostly09-c170-41c0-9063-8289e8aa00aa,cpu_usage,26.022,2025-06-10T14:12:51.500
mostly92-15ac-47a1-8eca-2ee310da8a95,mostly09-dc1c-49da-9f89-a274a2cd083b,accuracy,40.965,2025-06-18T06:41:20.700
mostly69-0fa7-4e05-b897-4df5bff773ce,mostly0a-0a1b-4189-85c6-528a84c5f731,cpu_usage,58.59,2025-02-15T16:11:10.000
mostlyb7-64d0-4913-991b-8adf0202861c,mostly0a-3f3a-4fde-a54d-d10f06026775,gpu_utilization,0.177,2025-10-03T19:50:00.000
mostly56-72d3-4c5d-8a31-b24384dd6da6,mostly0a-40ab-43bd-91f4-b35b4e3d598b,cpu_usage,117.316,2025-01-10T09:03:42.000
mostlyf6-95bb-440d-89cd-4af97d161f29,mostly0a-44c8-4681-8402-f718ebb5999f,cpu_usage,63.281,2025-10-03T19:50:00.000
mostly58-6c4c-4935-b79d-eda1ade6c5e9,mostly0a-56df-4e06-abe0-ecc9ba8d8c8b,cpu_usage,64.239,2025-01-15T13:02:05.000
mostlyd5-fd0b-470e-b85a-f4635e4af862,mostly0a-6d7e-4f79-998f-00e3ce70f57a,cpu_usage,72.586,2025-01-18T14:13:08.000
mostly4e-c6f0-4933-95d1-805142cb6d1d,mostly0a-8601-4821-a347-d97c24cddf41,gpu_utilization,1.207,2025-03-16T14:37:00.000
mostlye5-5bc7-4deb-b123-4efe6e648043,mostly0a-c3d8-486c-8710-5114448c0b66,gpu_utilization,215.295,2025-09-15T13:00:18.000
mostly67-dd13-4266-926d-53961058fe8c,mostly0a-c58d-476c-9d6e-ee7fe9b1e3b2,cpu_usage,39.838,2025-10-01T15:02:20.000
mostlyd2-e72b-45b7-8712-0911b3b68b57,mostly0a-cb11-49c3-bcec-767f05f9b709,cpu_usage,57.022,2025-06-29T14:21:25.000
mostlyc2-ad4a-4155-809f-cd8f739cd488,mostly0a-fd2c-42eb-b0e6-6ea193eece08,cpu_usage,41.48,2025-09-15T03:42:42.200
mostlye1-65e0-4993-bf41-1fed1e70e799,mostly0b-1a90-4015-99b6-aaada49cd704,cpu_usage,35.31,2025-01-15T08:18:26.000
mostlya1-0ac7-48b4-a418-65bf350d278d,mostly0b-3073-43a8-9e4a-3c867239fb69,cpu_usage,58.818,2025-01-08T03:06:36.000
mostly88-3744-4a64-8c24-9558f2ad985f,mostly0b-3f1b-4a1e-91ed-b2dfba14c1aa,cpu_usage,63.236,2025-02-15T13:05:00.000
mostlyc1-32ae-4a20-9ac9-02ee25777cf0,mostly0b-7236-47f7-b7d0-1b1248dee5a3,memory_usage,39.05,2025-08-12T22:12:35.000
mostlyb0-8be0-4c3e-9c94-938160c6b3ed,mostly0b-7c66-45bf-aa53-e9d3688f8ce2,cpu_usage,63.379,2025-06-19T12:41:00.300
mostly36-fd1a-47ce-9ad0-a6f226bdd974,mostly0b-99cc-464d-9f6f-5dbf893a5b89,cpu_usage,80.544,2025-01-19T10:41:01.200
mostly3b-25fd-4cbe-bce7-1b48fba52e59,mostly0b-ac8c-4997-9262-316de424c65d,cpu_usage,63.34,2025-06-19T11:13:10.000
mostly16-ae0f-4bc8-a36b-cb0167e98363,mostly0b-b54a-4569-ad89-806d183b1244,cpu_usage,46.544,2025-10-03T19:50:00.000
mostlyf3-7ed2-4c2f-856f-3d95e0ae1a1b,mostly0c-1ab9-4c4d-bcfc-6d565750f788,cpu_usage,0.918,2025-06-08T06:21:20.000
mostly86-528c-4241-a345-ac72eac39204,mostly0c-382b-4dbf-aade-0cf9261ce202,memory_usage,0.863,2025-01-10T03:22:59.500
mostly3b-7fa7-4d8a-bf88-ec827f99d273,mostly0c-3e68-4b3c-8055-849ce75b5092,cpu_usage,63.373,2025-09-03T02:25:01.000
mostly03-33b5-43ce-9fec-4623ab899605,mostly0c-4034-48dd-8c5d-6ec92fa1ba14,latency,35.425,2025-08-01T08:02:20.000
mostly3f-3801-4399-ae6a-8e2f9c19ed34,mostly0c-704d-4372-9394-22f886cb0edf,cpu_usage,745.557,2025-10-03T19:50:00.000
mostlybb-f66a-4168-b4a1-ca795718ada2,mostly0c-9518-4cae-9046-db65dc2ffa3d,cpu_usage,63.36,2025-01-15T16:02:10.000
mostlyb9-d170-44ce-9179-7350e6256403,mostly0c-a232-451d-bf5b-7c1454823a4d,cpu_usage,130.844,2024-08-05T10:16:41.000
mostly81-25fb-4f3d-866d-7002091472ad,mostly0c-c2e2-464d-9b3b-76423ae21fb6,loss,58.383,2024-08-05T10:16:41.000
mostlye2-c8bf-43fb-9a43-1f7a41c30359,mostly0c-c899-4985-b80e-087130007b9a,cpu_usage,72.844,2025-05-05T02:35:39.000
mostly36-953c-478e-a106-7a8cd7a3283c,mostly0c-f219-41ef-ad3e-bb33b09069cd,cpu_usage,52.439,2025-01-15T14:03:37.500
mostlyef-ce9b-4e70-b4d4-dfccb7d779cc,mostly0c-feac-4442-a088-21a6a6e28013,cpu_usage,73.054,2025-08-08T22:32:57.200
mostly7d-15ab-4c21-8cc9-3ff710fce97d,mostly0d-173e-431d-9182-a180aec9d4ab,cpu_usage,63.333,2024-10-19T22:18:04.000
mostlyee-0a17-47f7-aa5f-24b6de6fec4b,mostly0d-313a-433d-b7bb-d0108d130f5c,gpu_utilization,53.47,2025-06-03T06:34:05.300
mostlyf0-0a66-4c4e-a168-1081399f8a8f,mostly0d-3dbb-44e1-a841-3cf1afe69576,gpu_utilization,62.737,2025-06-13T08:41:23.000
mostly20-d80d-4a1c-8247-2fd603e9ba02,mostly0d-5178-4604-962b-2a0199dca508,cpu_usage,63.495,2025-02-17T14:16:41.000
mostlyab-2922-4bd8-9ca5-b35354a1d505,mostly0d-72a3-4c19-9bfb-c02b9969d88b,cpu_usage,189.774,2025-02-15T03:06:20.800
mostly20-a7f5-495c-9e62-d43f261908b9,mostly0d-75f1-44f2-af1b-9196775ccf7e,cpu_usage,39.987,2025-08-11T18:19:40.000
mostly39-8147-48f4-9f0e-f320f7f60e7f,mostly0d-8f5b-4263-b887-cb27bdb4cea4,cpu_usage,63.245,2025-06-18T06:07:10.000
mostlya0-809f-4923-87a1-798fe6addd9e,mostly0d-97f4-48be-a9ba-81b904c08b1b,cpu_usage,1.889,2025-10-03T19:50:00.000
mostlyd6-adb6-4a35-9734-a26c92e94e89,mostly0d-98ad-481d-9380-f229b21e2082,error_rate,2.175,2025-02-27T12:22:05.100
mostlyb1-c202-487b-849b-8a44ce1bb02a,mostly0d-ae3d-4080-ad9f-10d77efab87a,loss,42.438,2025-09-30T15:46:46.000
mostlyd8-bf39-4fbb-938c-3460fd938adc,mostly0d-dd5d-4f84-ae0f-6830196f69b6,cpu_usage,118.028,2025-02-07T14:00:05.000
mostlyda-34c3-494a-812e-a9b8e7e13ed8,mostly0d-f0c4-4e64-a676-c6b74e1d962c,cpu_usage,45.422,2025-02-15T06:55:10.000
mostlyd2-993e-48c6-a6b1-06e289110af0,mostly0d-fffa-4e45-ba29-03c7c4f60fce,cpu_usage,0.019,2025-02-15T13:27:05.000
mostly8c-7b72-490b-b8f8-f071d360da69,mostly0e-02f2-4fe4-8662-907b86f6ce0f,cpu_usage,42.296,2025-02-04T08:12:10.000
